020170503050000027000650090210407030734800001005031000008704019302000780190086050,926178543851943627473652198219467835734895261685231974568724319342519786197386452
400050032010090705753004196001070000609001250000500613304008001000400078000763029,496157832218396745753284196531672984649831257827549613374928561962415378185763429
001009000409170002035048100906000370100736409300982000000027004694013057072000000,281369745469175832735248196926451378158736429347982561513627984694813257872594613
603004001420913065010007000030070000700008002008160007870305029349700100206800304,683254791427913865915687243132479586764538912598162437871345629349726158256891374
037091020800026030062345000006910000004007590100000308291508476043060000000409200,437891625815726934962345187586913742324687591179254368291538476743162859658479213
000000049469520830000890070040382000120470390000900284005000763002700410034051000,287163549469527831351894672946382157128475396573916284815249763692738415734651928
900000602050009830013007000000805060070002415060030900000906000740000300000503204,984351672257469831613287549429815763378692415561734928832946157745128396196573284
690000700000096000080753090020374561360005020000960378006031084045807600000000057,693218745751496832482753196829374561367185429514962378276531984945827613138649257
002410000085760009370900000400050030010096005000284100007500003000600000009001207,962415378185763429374928561496157832218396745753284196827549613531672984649831257
702350000800104007005000600049580176087921053031000200000205860100040000008000045,762358914893164527415792638249583176687921453531476289974235861156847392328619745
500009100000062508010008764065013020240007010000000000070000056058700300000040800,586479132437162598912538764865913427243687915791254683374891256158726349629345871
051390062400200800006007050000000900002001078107630200600100000730009000010740000,851394762473265819926817354568472931342951678197638245685123497734589126219746583
300020000700000003800400060087042100000068270250007800160000980000085000030210600,345926718726851493891473562687342159913568274254197836162734985479685321538219647
000720319300500000100086400005000000730005200019000000000078503051903007000050098,568724319342519786197386452685231974734895261219467835926178543851943627473652198
004001038000470060000508070070090300009080700206000001020056913900030080080000050,764921538598473162132568479871692345349185726256347891427856913915234687683719254
